Timestamp(ms),Current(uA),D0-D7
8107,23099.982,00000000
8108,18429.047,00000000
8109,20007.131,00000000
8110,24523.311,00000000
8111,23128.422,00000000
8112,18250.230,00000000
8113,20040.383,00000000
8114,24663.146,00000000
8115,23122.549,00000000
8116,18371.873,00000000
8117,20061.379,00000000
8118,24497.049,00000000
8119,23097.020,00000000
8120,18155.488,00000000
8121,20072.723,00000000
8122,24691.332,00000000
8123,22918.826,00000000
8124,18366.070,00000000
8125,20199.367,00000000
8126,24617.883,00000000
8127,23002.996,00000000
8128,18144.961,00000000
8129,20197.668,00000000
8130,24719.773,00000000
8131,22943.285,00000000
8132,18340.508,00000000
8133,20244.084,00000000
8134,24590.006,00000000
8135,22906.129,00000000
8136,18203.863,00000000
8137,20219.447,00000000
8138,24696.141,00000000
8139,22908.307,00000000
8140,18285.965,00000000
8141,20280.963,00000000
8142,24796.770,00000000
8143,22872.195,00000000
8144,18201.270,00000000
8145,20375.518,00000000
8146,24749.445,00000000
8147,22925.078,00000000
8148,18256.365,00000000
8149,20414.367,00000000
8150,24699.533,00000000
8151,22713.402,00000000
8152,18305.652,00000000
8153,20357.654,00000000
8154,24728.834,00000000
8155,22827.131,00000000
8156,18127.209,00000000
8157,20495.541,00000000
8158,24847.150,00000000
8159,22684.709,00000000
8160,18277.705,00000000
8161,20535.504,00000000
8162,24760.561,00000000
8163,22693.928,00000000
8164,18097.459,00000000
8165,20532.514,00000000
8166,24767.227,00000000
8167,22654.184,00000000
8168,18200.820,00000000
8169,20584.838,00000000
8170,24844.736,00000000
8171,22630.385,00000000
8172,18042.635,00000000
8173,20660.320,00000000
8174,24746.160,00000000
8175,22546.082,00000000
8176,18147.793,00000000
8177,20568.535,00000000
8178,24897.621,00000000
8179,22525.314,00000000
8180,18083.756,00000000
8181,20573.949,00000000
8182,24846.941,00000000
8183,22579.447,00000000
8184,18122.775,00000000
8185,20727.982,00000000
8186,24873.359,00000000
8187,22359.496,00000000
8188,18117.537,00000000
8189,20677.746,00000000
8190,24790.609,00000000
8191,22438.879,00000000
8192,18063.475,00000000
8193,20782.898,00000000
8194,24860.043,00000000
8195,22263.971,00000000
8196,18117.893,00000000
8197,20779.752,00000000
8198,24929.326,00000000
8199,22389.096,00000000
8200,17971.574,00000000
8201,20766.205,00000000
8202,24956.074,00000000
8203,22330.139,00000000
8204,18112.109,00000000
8205,20857.281,00000000
8206,24835.682,00000000
8207,22281.129,00000000
8208,17947.057,00000000
8209,20978.447,00000000
